frag_smiles,frag_rogue_smiles,attribution
[3*]O[3*],O,-0.0025202155113219
[16*]c1ccc(N)cc1N,c1ccc(N)cc1N,0.742946721520275
Cc1nc([N+](=O)[O-])cc2c1[nH]c1c([N+](=O)[O-])cc([N+](=O)[O-])cc12,Cc1nc([N+](=O)[O-])cc2c1[nH]c1c([N+](=O)[O-])cc([N+](=O)[O-])cc12,0.3536889046430588
[1*]C(C)=O,C(C)=O,-0.0012697480618953
[3*]O[3*],O,0.0132965058088302
[4*]C[8*],C,-0.022163724899292
[15*]C1CC2([15*])C(C=C1C)OC1C(O)C([15*])C2(C)C12CO2,C1CC2()C(C=C1C)OC1C(O)C()C2(C)C12CO2,-0.0752077922224999
[3*]O[3*],O,-0.0469864204525948
[1*]C(=O)CC(C)C,C(=O)CC(C)C,0.1935815376229584
[3*]O[3*],O,-0.0960746318101883
[1*]C(C)=O,C(C)=O,-0.0014447681605815
CC(=O)N(O)c1ccc(Cl)cc1,CC(=O)N(O)c1ccc(Cl)cc1,-0.3394020978594199
O=C1C=CCCC1,O=C1C=CCCC1,-0.5944417276186869
[5*]NC,NC,-0.0517173171043394
[16*]c1ccc(N=Nc2ccccc2)cc1,c1ccc(N=Nc2ccccc2)cc1,0.5782020248472692
[3*]OC,OC,-0.007876241148915
[7*]=Cc1ccc([16*])cc1,=Cc1ccc()cc1,-0.0318344884901306
[6*]C(=O)C=[7*],C(=O)C=,-0.1061920345178805
[16*]c1ccccc1,c1ccccc1,-0.0232112346449867
[16*]c1ccc(C)cc1,c1ccc(C)cc1,-0.00845661745484
[8*]C(C)(C)C,C(C)(C)C,-0.0231960482215527
[6*]C(N)=O,C(N)=O,0.2145693391561508
[16*]c1cccc([N+](=O)[O-])c1,c1cccc([N+](=O)[O-])c1,0.7462433414068074
[4*]C(C)(C)C,C(C)(C)C,-0.0125237226486204
[3*]O[3*],O,-0.0047597527503968
[1*]C(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],C(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],0.8201744179474191
[16*]c1ccccc1[16*],c1ccccc1,0.0214356970027437
[16*]c1ccccc1,c1ccccc1,-0.1268582193952171
[16*]c1ccccc1,c1ccccc1,-0.1268582298260299
[5*]N(C)C,N(C)C,0.0046592190861701
[4*]CC[4*],CC,0.0050105020403861
[5*]N[5*],N,-0.1036879256367684
[1*]C([6*])=O,C()=O,-0.0978328928351403
[16*]c1cccc2c(N)c3ccccc3nc12,c1cccc2c(N)c3ccccc3nc12,0.5705072216689587
[11*]S[11*],S,-0.0282769082114101
[16*]c1cc(Cl)ccc1O,c1cc(Cl)ccc1O,0.0425408281851559
[16*]c1cc(Cl)ccc1O,c1cc(Cl)ccc1O,0.0425408279988915
[16*]c1cc2ccc(=O)oc2cc1O,c1cc2ccc(=O)oc2cc1O,-0.1085776447434909
[3*]O[3*],O,-0.0024521987070329
[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@H](O)[C@H]1O,[C@@H]1O[C@H]()[C@@H](O)[C@H](O)[C@H]1O,-0.2041317441617139
[8*]CO,CO,-0.0385685781948269
O=[N+]([O-])c1ccc2c(c1)Cc1cc(O)ccc1-2,O=[N+]([O-])c1ccc2c(c1)Cc1cc(O)ccc1-2,0.3248374193906784
[9*]n1cc([16*])c(N)nc1=O,n1cc()c(N)nc1=O,-0.6304211557842792
[13*]C1CC(O)C([13*])O1,C1CC(O)C()O1,-0.1563332361169159
[8*]CO,CO,0.0002308793831616
[8*]CCCl,CCCl,0.0893884026911109
[5*]N(C)C,N(C)C,-0.0550518084623035
[15*]C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,-0.0819472777962801
[16*]c1ccc([N+](=O)[O-])cc1,c1ccc([N+](=O)[O-])cc1,0.0038620948791502
[14*]c1nc2sc(C)cn2c1N=O,c1nc2sc(C)cn2c1N=O,0.0748896300792694
[13*]C12SSC3(CC4=CC=CC(O)C4N3C1=O)C(=O)N2C,C12SSC3(CC4=CC=CC(O)C4N3C1=O)C(=O)N2C,-0.3374503335721784
[8*]CO,CO,-0.0018116670594281
[16*]c1ccc(Cl)cc1,c1ccc(Cl)cc1,-0.0435324974569083
[1*]C(=O)CCC(=O)O,C(=O)CCC(=O)O,-0.1289293698479014
[5*]N[5*],N,0.0045246742789459
[4*]CC,CC,-0.0315976196900011
[5*]N1CCOCC1,N1CCOCC1,0.1351702470332384
OC1c2ccc3cc4ccc5ccccc5c4nc3c2C2OC2C1O,OC1c2ccc3cc4ccc5ccccc5c4nc3c2C2OC2C1O,-0.0028682321310042
Cc1ccc(N)c(N)c1,Cc1ccc(N)c(N)c1,0.2613096207380294
[4*]CC,CC,-0.012536444642319
[5*]N([5*])[5*],N(),0.0072073335788446
[4*]CC,CC,-0.0125364450352207
[4*]CCCN,CCCN,-0.0255170585631276
[4*]CCO,CCO,-0.0702729875396472
[5*]N([5*])[5*],N(),-0.076468059810577
[4*]CCO,CCO,-0.070272997597931
[16*]c1ccc(N=Nc2cccnc2)cc1,c1ccc(N=Nc2cccnc2)cc1,-0.262953621026827
O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,0.341601237654686
Cc1c([NH+]([O-])O)cc([NH+]([O-])O)cc1[NH+]([O-])O,Cc1c([NH+]([O-])O)cc([NH+]([O-])O)cc1[NH+]([O-])O,0.2493521898984909
Cn1ccnc1S,Cn1ccnc1S,-0.5943607999943198
[1*]C(C)=O,C(C)=O,0.0167095880955457
[5*]N[5*],N,0.180965288542211
[7*]=Cc1ccc([16*])cc1,=Cc1ccc()cc1,0.0281679339706897
[6*]C(=O)C=[7*],C(=O)C=,-0.3618456140160562
[16*]c1ccccc1,c1ccccc1,0.0448715686798095
C=C1CCC=C(C)CC[C@@H]2[C@H]1CC2(C)C,C=C1CCC=C(C)CC[C@@H]2[C@H]1CC2(C)C,-0.6239040548956837
[16*]c1ccc(N=C=O)cc1,c1ccc(N=C=O)cc1,-0.0491777666204142
[16*]c1ccc(N=C=O)cc1,c1ccc(N=C=O)cc1,-0.0491777472489048
[8*]C[8*],C,-0.0060376052977516
Oc1cc(Cl)c(Cl)cc1Cl,Oc1cc(Cl)c(Cl)cc1Cl,-0.5955308395903558
[14*]c1cnc2c(C)cc3c(nc(N)n3C)c2n1,c1cnc2c(C)cc3c(nc(N)n3C)c2n1,0.8824359056947289
[16*]c1ccccc1,c1ccccc1,-0.01501185297966
[1*]C(C)=O,C(C)=O,-0.0309150338172912
[3*]ON(C(C)=O)c1ccc([16*])cc1,ON(C(C)=O)c1ccc()cc1,0.8920782437169692
[11*]S[11*],S,-0.0033702671527864
[16*]c1ccccc1,c1ccccc1,0.1053028106689452
O=[N+]([O-])c1ccc2ccc3cccc4cc(O)c1c2c34,O=[N+]([O-])c1ccc2ccc3cccc4cc(O)c1c2c34,0.3032398790121078
ClC(Cl)(Cl)C(Cl)(Cl)Cl,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-0.4084725499618798
[1*]C(=O)C=C,C(=O)C=C,0.0500532555859537
[3*]O[3*],O,0.0678126143291593
[4*]CC(C)(C)C[4*],CC(C)(C)C,0.0602153081446886
[3*]O[3*],O,0.0678126094862819
[1*]C(=O)C=C,C(=O)C=C,0.0500532545149327
O=C(O)CC[NH+]([O-])O,O=C(O)CC[NH+]([O-])O,0.1691553235054016
N=C(O)NN=Cc1ccc([N+](=O)[O-])o1,N=C(O)NN=Cc1ccc([N+](=O)[O-])o1,0.3568194597959517
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,0.2718841522932054
O=C(C(Cl)Cl)C(Cl)Cl,O=C(C(Cl)Cl)C(Cl)Cl,0.2522730201482772
[8*]CC(=O)O,CC(=O)O,-0.421942394040525
[16*]c1ccccc1[16*],c1ccccc1,0.0462429279345088
[5*]N[5*],N,0.0313189660198987
[16*]c1c(Cl)cccc1Cl,c1c(Cl)cccc1Cl,-0.1114283729490126
[3*]OC,OC,-0.0440588474273679
[16*]c1cc2nc3occc3c([16*])c2cc1[16*],c1cc2nc3occc3c()c2cc1,0.6290658500045538
[3*]OC,OC,-0.0501101970672608
[3*]OC,OC,-0.0440588414669036
[1*]C(=O)C=C,C(=O)C=C,0.0002225493852165
[3*]O[3*],O,0.0025558703098794
[4*]CCCCC,CCCCC,-0.1225541651205276
O=[N+]([O-])c1ccc2c(c1)oc1ccccc12,O=[N+]([O-])c1ccc2c(c1)oc1ccccc12,0.3544071346521378
Cc1c(C)c2c(N)c3ccccc3nc2c2ccccc12,Cc1c(C)c2c(N)c3ccccc3nc2c2ccccc12,0.2742024749517442
[7*]=CCCCCCCCC,=CCCCCCCCC,0.253780941851437
[7*]=CCCCCCCCCN,=CCCCCCCCCN,0.4304201987106353
[14*]c1ccc2c(n1)C(=O)C(N)=C(OC)C2=O,c1ccc2c(n1)C(=O)C(N)=C(OC)C2=O,0.0591189041733741
[14*]c1nc([14*])c(N)c([16*])c1C,c1nc()c(N)c()c1C,0.0984199739992618
[6*]C(=O)O,C(=O)O,-0.0599148824810982
[16*]c1ccc([16*])c(O)c1[16*],c1ccc()c(O)c1,-0.1819889411330223
[3*]OC,OC,-0.0561834797263145
[3*]OC,OC,-0.0610292419791221
[16*]c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.4311422541737555
[16*]c1cccc([N+](=O)[O-])c1,c1cccc([N+](=O)[O-])c1,3.0636787413662603e-06
[8*]C(O)C#N,C(O)C#N,-0.0160469112801366
[16*]c1ccccc1,c1ccccc1,0.0115350166568533
[3*]OC,OC,-0.0100255966186522
[16*]c1cc(N=Nc2ccccc2)ccc1N,c1cc(N=Nc2ccccc2)ccc1N,0.7687892978079618
Cc1ccccc1[NH+]([O-])O,Cc1ccccc1[NH+]([O-])O,-0.3192881911527366
[6*]C([6*])=O,C()=O,-0.3281969580799341
[16*]c1ccccc1,c1ccccc1,-0.00976326726377
[13*]C1OC1[13*],C1OC1,0.2433033264242113
[16*]c1ccc(F)cc1,c1ccc(F)cc1,-0.3630733761936426
O=c1ccc2c(cc3ccc4cccc5ccc2c3c45)c1=O,O=c1ccc2c(cc3ccc4cccc5ccc2c3c45)c1=O,0.1451394200325012
[1*]C(C)=O,C(C)=O,0.0055013671983033
[3*]O[3*],O,-0.0101532207685522
[15*]C1C(O)C2OC3C=C(C)C(=O)C(O)C3([15*])C1(C)C21CO1,C1C(O)C2OC3C=C(C)C(=O)C(O)C3()C1(C)C21CO1,-0.4555716706323438
[8*]CO,CO,-0.0114366079098544
CN(C)[N+](=O)[O-],CN(C)[N+](=O)[O-],0.1452898234128952
O=C(O)CBr,O=C(O)CBr,-0.0266963362693786
[3*]OC,OC,0.0512520462274551
[16*]c1ccc([16*])cc1,c1ccc()cc1,-0.0501348316669463
[14*]c1nc([14*])c([14*])[nH]1,c1nc()c()[nH]1,0.8195977958850564
[16*]c1ccccc1,c1ccccc1,-0.0552481651306151
[16*]c1ccccc1,c1ccccc1,-0.0538975954055787
[1*]C(C)=O,C(C)=O,-0.0980002671480178
[5*]N[5*],N,-0.1230248481035232
[16*]c1ccc(N=Nc2ccc([16*])cc2)cc1,c1ccc(N=Nc2ccc()cc2)cc1,0.4929466541856528
[5*]N(C)C,N(C)C,-0.2404537051916123
CC[N+]([O-])=NC,CC[N+]([O-])=NC,-0.4941375485155732
[5*]N(C)C,N(C)C,0.0054788208566605
[4*]CC[4*],CC,-0.004899597261101
[5*]N[5*],N,-0.126754638645798
[1*]C([6*])=O,C()=O,-0.1609089272096753
[16*]c1ccc2c(N)c3ccccc3nc2c1,c1ccc2c(N)c3ccccc3nc2c1,0.4156834281049669
[8*]CO,CO,-0.0010006368160248
[13*]C1COC([13*])O1,C1COC()O1,0.0586211860179903
[8*]CCI,CCI,0.0014801323413849
N#CCC[C@](Br)(C#N)CBr,N#CCC[C@](Br)(C#N)CBr,-0.6080117455945584
C=Cc1ccc(N)cc1,C=Cc1ccc(N)cc1,0.2470624297857284
CCCCCCCCCCCCO,CCCCCCCCCCCCO,-0.6339934755509604
[1*]C(C)=O,C(C)=O,0.0215575837006326
[3*]O[3*],O,-0.0101478966418653
[13*]C1OCC([15*])C([15*])C1[15*],C1OCC()C()C1,0.0259383103693835
[5*]N[5*],N,-0.0161894437391311
[16*]c1ccc([16*])cc1,c1ccc()cc1,-0.0347326442657505
[6*]C(=O)O,C(=O)O,-0.1760000257403591
[3*]O[3*],O,-0.0202303630299865
[1*]C(C)=O,C(C)=O,0.0215517203920172
[3*]O[3*],O,-0.0203032663441262
[1*]C(C)=O,C(C)=O,0.0215517213931889
[1*]C(=O)C=[NH+][NH-],C(=O)C=[NH+][NH-],0.7770128610543908
[5*]N[5*],N,-0.009228491783142
[4*]CC(N)=O,CC(N)=O,-0.01091433763504
C=C(C=O)CCC,C=C(C=O)CCC,0.2061517611145973
[11*]SC,SC,0.0017968263331568
[4*]CC([4*])C(=O)O,CC()C(=O)O,-0.004475207964424
[5*]N[5*],N,-0.0081210055010161
[1*]C(=O)C([4*])(C)C,C(=O)C()(C)C,0.0239079711076556
[11*]SC,SC,0.0054266118881058
[9*]n1c2cc([16*])c(F)cc2n2c(=O)[nH]c(=O)cc12,n1c2cc()c(F)cc2n2c(=O)[nH]c(=O)cc12,0.812378817552235
[15*]C1CC1,C1CC1,-0.0237778544425966
[5*]N1CCN(C)CC1,N1CCN(C)CC1,0.1065328329801558
C1OCOCO1,C1OCOCO1,-0.3903860358521342
[7*]=C(C)C,=C(C)C,-0.0436327207600698
[7*]=CCCC(C)CC=O,=CCCC(C)CC=O,0.0139398774364963
[3*]OC,OC,-0.0503082126379013
[14*]c1oc2cc([16*])cc(O)c2c(=O)c1O,c1oc2cc()cc(O)c2c(=O)c1O,0.1983572617173195
[16*]c1ccc(O)c(O)c1,c1ccc(O)c(O)c1,0.1892526835203171
[3*]OC(F)F,OC(F)F,-0.0039661652059293
[4*]C(Cl)C(F)(F)F,C(Cl)C(F)(F)F,-0.8746205215342344
[4*]C(O)C(Cl)(Cl)Cl,C(O)C(Cl)(Cl)Cl,0.3915283173322677
[5*]N[5*],N,-0.0018422678112983
